Prog s-T1 s-T2 a-T1 a-T2 s-m1 a-m1 s-m2 a-m2 s-m3 a-m3 s-m4 a-m4 s-m5 a-m5 s-m6 a-m6
1179 7 3 1 2 8 1 10 1 10 1 10 2 10 2 10 2 
1180 7 3 1 2 8 2 10 2 10 2 8 3 8 3 8 3 
1181 7 3 1 2 8 2 10 2 10 2 10 2 10 2 10 2 
1182 7 3 1 2 8 2 10 2 10 2 10 2 10 2 10 2 
1183 8 3 1 2 9 1 11 1 11 1 11 2 11 2 11 2 
1184 3 3 2 2 6 3 3 4 3 4 3 4 3 4 3 4 
1185 3 3 2 2 6 3 4 3 4 3 6 3 6 3 6 3 
1186 3 3 2 2 6 3 4 3 4 3 6 3 6 3 6 3 
1187 4 3 1 2 6 2 5 2 5 2 7 3 7 3 7 3 
1188 3 3 2 2 6 3 6 3 6 3 6 3 6 3 6 3 
1189 4 3 1 2 7 2 7 2 7 2 7 2 7 2 7 2 
1190 4 3 1 2 7 2 7 2 7 2 7 2 7 2 7 2 
1191 5 3 1 2 8 1 8 1 8 1 8 2 8 2 8 2 
1192 3 3 2 2 6 3 6 3 6 3 6 3 6 3 6 3 
1193 4 3 1 2 7 2 7 2 7 2 7 2 7 2 7 2 
1194 4 3 1 2 7 2 7 2 7 2 7 2 7 2 7 2 
1195 5 3 1 2 8 1 8 1 8 1 8 2 8 2 8 2 
1196 4 3 1 2 7 2 7 3 7 3 7 3 7 3 7 3 
1197 5 3 1 2 8 2 8 2 8 2 8 2 8 2 8 2 
1198 5 3 1 2 8 2 8 2 8 2 8 2 8 2 8 2 
1199 6 3 1 2 9 1 9 1 9 1 9 2 9 2 9 2 
1200 3 3 2 2 6 3 6 3 6 3 4 4 4 4 4 4 
1201 3 3 2 2 6 3 6 3 6 3 6 3 6 3 6 3 
1202 3 3 2 2 6 3 6 3 6 3 6 3 6 3 6 3 
1203 4 3 1 2 7 2 7 2 7 2 7 3 7 3 7 3 
1204 6 3 1 2 9 2 9 2 9 2 7 3 7 3 7 3 
1205 6 3 1 2 9 2 9 2 9 2 9 2 9 2 9 2 
1206 6 3 1 2 9 2 9 2 9 2 9 2 9 2 9 2 
1207 7 3 1 2 10 1 10 1 10 1 10 2 10 2 10 2 
1208 6 3 1 2 9 2 9 2 9 2 7 3 7 3 7 3 
1209 6 3 1 2 9 2 9 2 9 2 9 2 9 2 9 2 
1210 6 3 1 2 9 2 9 2 9 2 9 2 9 2 9 2 
1211 7 3 1 2 10 1 10 1 10 1 10 2 10 2 10 2 
1212 7 3 1 2 10 2 10 2 10 2 8 3 8 3 8 3 
1213 7 3 1 2 10 2 10 2 10 2 10 2 10 2 10 2 
1214 7 3 1 2 10 2 10 2 10 2 10 2 10 2 10 2 
1215 8 3 1 2 11 1 11 1 11 1 11 2 11 2 11 2 
1216 3 4 2 1 4 3 4 3 4 3 4 3 4 3 4 3 
1217 3 4 2 1 5 3 5 3 5 3 7 2 7 2 7 2 
1218 3 4 2 1 5 3 5 3 5 3 7 2 7 2 7 2 
1219 4 4 1 1 6 2 6 2 6 2 8 2 8 2 8 2 
1220 3 4 2 1 5 3 7 2 7 2 7 2 7 2 7 2 
1221 4 4 1 1 6 2 8 2 8 2 8 1 8 1 8 1 
1222 4 4 1 1 6 2 8 2 8 2 8 1 8 1 8 1 
1223 5 4 1 1 7 1 9 1 9 1 9 1 9 1 9 1 
1224 3 4 2 1 5 3 7 2 7 2 7 2 7 2 7 2 
1225 4 4 1 1 6 2 8 2 8 2 8 1 8 1 8 1 
1226 4 4 1 1 6 2 8 2 8 2 8 1 8 1 8 1 
1227 5 4 1 1 7 1 9 1 9 1 9 1 9 1 9 1 
1228 4 4 1 1 6 2 8 2 8 2 8 2 8 2 8 2 
1229 5 4 1 1 7 2 9 2 9 2 9 1 9 1 9 1 
1230 5 4 1 1 7 2 9 2 9 2 9 1 9 1 9 1 
1231 6 4 1 1 8 1 10 1 10 1 10 1 10 1 10 1 
1232 3 4 2 1 7 3 7 3 7 3 4 3 4 3 4 3 
1233 3 4 2 1 7 3 7 3 7 3 7 2 7 2 7 2 
1234 3 4 2 1 7 3 7 3 7 3 7 2 7 2 7 2 
1235 4 4 1 1 8 2 8 2 8 2 8 2 8 2 8 2 
1236 6 4 1 1 8 2 10 2 10 2 7 2 7 2 7 2 
1237 6 4 1 1 8 2 10 2 10 2 10 1 10 1 10 1 
1238 6 4 1 1 8 2 10 2 10 2 10 1 10 1 10 1 
1239 7 4 1 1 9 1 11 1 11 1 11 1 11 1 11 1 
1240 6 4 1 1 8 2 10 2 10 2 7 2 7 2 7 2 
1241 6 4 1 1 8 2 10 2 10 2 10 1 10 1 10 1 
1242 6 4 1 1 8 2 10 2 10 2 10 1 10 1 10 1 
1243 7 4 1 1 9 1 11 1 11 1 11 1 11 1 11 1 
1244 7 4 1 1 9 2 11 2 11 2 8 2 8 2 8 2 
1245 7 4 1 1 9 2 11 2 11 2 11 1 11 1 11 1 
1246 7 4 1 1 9 2 11 2 11 2 11 1 11 1 11 1 
1247 8 4 1 1 10 1 12 1 12 1 12 1 12 1 12 1 
1248 3 4 2 1 7 3 4 3 4 3 4 3 4 3 4 3 
1249 3 4 2 1 7 3 5 3 5 3 7 2 7 2 7 2 
1250 3 4 2 1 7 3 5 3 5 3 7 2 7 2 7 2 
1251 4 4 1 1 7 2 6 2 6 2 8 2 8 2 8 2 
1252 3 4 2 1 7 3 7 2 7 2 7 2 7 2 7 2 
1253 4 4 1 1 8 2 8 2 8 2 8 1 8 1 8 1 
1254 4 4 1 1 8 2 8 2 8 2 8 1 8 1 8 1 
1255 5 4 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1256 3 4 2 1 7 3 7 2 7 2 7 2 7 2 7 2 
1257 4 4 1 1 8 2 8 2 8 2 8 1 8 1 8 1 
1258 4 4 1 1 8 2 8 2 8 2 8 1 8 1 8 1 
1259 5 4 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1260 4 4 1 1 8 2 8 2 8 2 8 2 8 2 8 2 
1261 5 4 1 1 9 2 9 2 9 2 9 1 9 1 9 1 
1262 5 4 1 1 9 2 9 2 9 2 9 1 9 1 9 1 
1263 6 4 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1264 3 4 2 1 7 3 7 3 7 3 4 3 4 3 4 3 
1265 3 4 2 1 7 3 7 3 7 3 7 2 7 2 7 2 
1266 3 4 2 1 7 3 7 3 7 3 7 2 7 2 7 2 
1267 4 4 1 1 8 2 8 2 8 2 8 2 8 2 8 2 
1268 6 4 1 1 10 2 10 2 10 2 7 2 7 2 7 2 
1269 6 4 1 1 10 2 10 2 10 2 10 1 10 1 10 1 
1270 6 4 1 1 10 2 10 2 10 2 10 1 10 1 10 1 
1271 7 4 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1272 6 4 1 1 10 2 10 2 10 2 7 2 7 2 7 2 
1273 6 4 1 1 10 2 10 2 10 2 10 1 10 1 10 1 
1274 6 4 1 1 10 2 10 2 10 2 10 1 10 1 10 1 
1275 7 4 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1276 7 4 1 1 11 2 11 2 11 2 8 2 8 2 8 2 
1277 7 4 1 1 11 2 11 2 11 2 11 1 11 1 11 1 
1278 7 4 1 1 11 2 11 2 11 2 11 1 11 1 11 1 
1279 8 4 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
1280 3 6 2 1 6 3 6 3 6 3 6 3 6 3 6 3 
1281 3 6 2 1 6 3 6 3 6 3 7 2 7 2 7 2 
1282 3 6 2 1 6 3 6 3 6 3 7 2 7 2 7 2 
1283 4 6 1 1 6 2 6 2 6 2 8 2 8 2 8 2 
1284 3 6 2 1 6 3 7 2 7 2 7 2 7 2 7 2 
1285 4 6 1 1 6 2 7 2 7 2 8 1 8 1 8 1 
1286 4 6 1 1 6 2 7 2 7 2 8 1 8 1 8 1 
1287 5 6 1 1 6 1 7 1 7 1 9 1 9 1 9 1 
1288 3 6 2 1 6 3 7 2 7 2 7 2 7 2 7 2 
1289 4 6 1 1 6 2 7 2 7 2 8 1 8 1 8 1 
1290 4 6 1 1 6 2 7 2 7 2 8 1 8 1 8 1 
1291 5 6 1 1 6 1 7 1 7 1 9 1 9 1 9 1 
1292 4 6 1 1 6 2 8 2 8 2 8 2 8 2 8 2 
1293 5 6 1 1 6 2 8 2 8 2 9 1 9 1 9 1 
1294 5 6 1 1 6 2 8 2 8 2 9 1 9 1 9 1 
1295 6 6 1 1 7 1 8 1 8 1 10 1 10 1 10 1 
1296 3 6 2 1 7 3 7 3 7 3 6 3 7 3 7 3 
1297 3 6 2 1 7 3 7 3 7 3 7 2 9 2 9 2 
1298 3 6 2 1 7 3 7 3 7 3 7 2 9 2 9 2 
1299 4 6 1 1 7 2 7 2 7 2 8 2 10 2 10 2 
1300 6 6 1 1 7 2 8 2 8 2 7 2 8 2 8 2 
1301 6 6 1 1 7 2 8 2 8 2 10 1 10 1 10 1 
1302 6 6 1 1 7 2 8 2 8 2 10 1 10 1 10 1 
1303 7 6 1 1 8 1 8 1 8 1 11 1 11 1 11 1 
1304 6 6 1 1 7 2 8 2 8 2 7 2 8 2 8 2 
1305 6 6 1 1 7 2 8 2 8 2 10 1 10 1 10 1 
1306 6 6 1 1 7 2 8 2 8 2 10 1 10 1 10 1 
1307 7 6 1 1 8 1 8 1 8 1 11 1 11 1 11 1 
1308 7 6 1 1 8 2 9 2 9 2 8 2 9 2 9 2 
1309 7 6 1 1 8 2 9 2 9 2 11 1 11 1 11 1 
1310 7 6 1 1 8 2 9 2 9 2 11 1 11 1 11 1 
1311 8 6 1 1 9 1 9 1 9 1 12 1 12 1 12 1 
1312 3 6 2 1 6 3 6 3 6 3 6 3 6 3 6 3 
1313 3 6 2 1 6 3 6 3 6 3 7 2 7 2 7 2 
1314 3 6 2 1 6 3 6 3 6 3 7 2 7 2 7 2 
1315 4 6 1 1 6 2 6 2 6 2 8 2 8 2 8 2 
1316 3 6 2 1 6 3 9 2 7 2 7 2 7 2 9 2 
1317 4 6 1 1 7 2 9 2 7 2 8 1 8 1 10 1 
1318 4 6 1 1 7 2 9 2 7 2 8 1 8 1 10 1 
1319 5 6 1 1 8 1 9 1 7 1 9 1 9 1 11 1 
1320 3 6 2 1 6 3 9 2 7 2 7 2 7 2 9 2 
1321 4 6 1 1 7 2 9 2 7 2 8 1 8 1 10 1 
1322 4 6 1 1 7 2 9 2 7 2 8 1 8 1 10 1 
1323 5 6 1 1 8 1 9 1 7 1 9 1 9 1 11 1 
1324 4 6 1 1 7 2 10 2 8 2 8 2 8 2 10 2 
1325 5 6 1 1 8 2 10 2 8 2 9 1 9 1 11 1 
1326 5 6 1 1 8 2 10 2 8 2 9 1 9 1 11 1 
1327 6 6 1 1 9 1 10 1 8 1 10 1 10 1 12 1 
1328 3 6 2 1 7 3 7 3 7 3 6 3 7 3 7 3 
1329 3 6 2 1 7 3 7 3 7 3 7 2 9 2 9 2 
1330 3 6 2 1 7 3 7 3 7 3 7 2 9 2 9 2 
1331 4 6 1 1 7 2 7 2 7 2 8 2 10 2 10 2 
1332 6 6 1 1 9 2 10 2 8 2 7 2 8 2 10 2 
1333 6 6 1 1 9 2 10 2 8 2 10 1 10 1 12 1 
1334 6 6 1 1 9 2 10 2 8 2 10 1 10 1 12 1 
1335 7 6 1 1 10 1 10 1 8 1 11 1 11 1 13 1 
1336 6 6 1 1 9 2 10 2 8 2 7 2 8 2 10 2 
1337 6 6 1 1 9 2 10 2 8 2 10 1 10 1 12 1 
1338 6 6 1 1 9 2 10 2 8 2 10 1 10 1 12 1 
1339 7 6 1 1 10 1 10 1 8 1 11 1 11 1 13 1 
1340 7 6 1 1 10 2 11 2 9 2 8 2 9 2 11 2 
1341 7 6 1 1 10 2 11 2 9 2 11 1 11 1 13 1 
1342 7 6 1 1 10 2 11 2 9 2 11 1 11 1 13 1 
1343 8 6 1 1 11 1 11 1 9 1 12 1 12 1 14 1 
1344 3 6 2 1 6 3 6 3 6 3 6 3 6 3 6 3 
1345 3 6 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
1346 3 6 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
1347 4 6 1 1 8 1 8 1 8 1 8 2 8 2 8 2 
1348 3 6 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
1349 4 6 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
1350 4 6 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
1351 5 6 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1352 3 6 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
1353 4 6 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
1354 4 6 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
1355 5 6 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1356 4 6 1 1 8 1 8 2 8 2 8 2 8 2 8 2 
1357 5 6 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1358 5 6 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1359 6 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1360 3 6 2 1 9 2 9 2 9 2 6 3 7 3 7 3 
1361 3 6 2 1 9 2 9 2 9 2 7 2 9 2 9 2 
1362 3 6 2 1 9 2 9 2 9 2 7 2 9 2 9 2 
1363 4 6 1 1 10 1 10 1 10 1 8 2 10 2 10 2 
1364 6 6 1 1 10 1 10 1 10 1 7 2 8 2 8 2 
1365 6 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1366 6 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1367 7 6 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1368 6 6 1 1 10 1 10 1 10 1 7 2 8 2 8 2 
1369 6 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1370 6 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1371 7 6 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1372 7 6 1 1 11 1 11 1 11 1 8 2 9 2 9 2 
1373 7 6 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1374 7 6 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1375 8 6 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
1376 3 6 2 1 9 2 6 3 6 3 6 3 6 3 6 3 
1377 3 6 2 1 9 2 7 2 7 2 7 2 7 2 7 2 
1378 3 6 2 1 9 2 7 2 7 2 7 2 7 2 7 2 
1379 4 6 1 1 9 1 8 1 8 1 8 2 8 2 8 2 
1380 3 6 2 1 9 2 9 2 7 2 7 2 7 2 9 2 
1381 4 6 1 1 10 1 10 1 8 1 8 1 8 1 10 1 
1382 4 6 1 1 10 1 10 1 8 1 8 1 8 1 10 1 
1383 5 6 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1384 3 6 2 1 9 2 9 2 7 2 7 2 7 2 9 2 
1385 4 6 1 1 10 1 10 1 8 1 8 1 8 1 10 1 
1386 4 6 1 1 10 1 10 1 8 1 8 1 8 1 10 1 
1387 5 6 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1388 4 6 1 1 10 1 10 2 8 2 8 2 8 2 10 2 
1389 5 6 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1390 5 6 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1391 6 6 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1392 3 6 2 1 9 2 9 2 9 2 6 3 7 3 7 3 
1393 3 6 2 1 9 2 9 2 9 2 7 2 9 2 9 2 
1394 3 6 2 1 9 2 9 2 9 2 7 2 9 2 9 2 
1395 4 6 1 1 10 1 10 1 10 1 8 2 10 2 10 2 
1396 6 6 1 1 12 1 12 1 10 1 7 2 8 2 10 2 
1397 6 6 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1398 6 6 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1399 7 6 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1400 6 6 1 1 12 1 12 1 10 1 7 2 8 2 10 2 
1401 6 6 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1402 6 6 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1403 7 6 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1404 7 6 1 1 13 1 13 1 11 1 8 2 9 2 11 2 
1405 7 6 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1406 7 6 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1407 8 6 1 1 14 1 14 1 12 1 12 1 12 1 14 1 
1408 3 6 2 1 6 3 6 3 6 3 6 3 6 3 6 3 
1409 3 6 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
1410 3 6 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
1411 4 6 1 1 8 1 8 1 8 1 8 2 8 2 8 2 
1412 3 6 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
1413 4 6 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
1414 4 6 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
1415 5 6 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1416 3 6 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
1417 4 6 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
1418 4 6 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
1419 5 6 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1420 4 6 1 1 8 1 8 2 8 2 8 2 8 2 8 2 
1421 5 6 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1422 5 6 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1423 6 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1424 3 6 2 1 9 2 9 2 9 2 6 3 7 3 7 3 
1425 3 6 2 1 9 2 9 2 9 2 7 2 9 2 9 2 
1426 3 6 2 1 9 2 9 2 9 2 7 2 9 2 9 2 
1427 4 6 1 1 10 1 10 1 10 1 8 2 10 2 10 2 
1428 6 6 1 1 10 1 10 1 10 1 7 2 8 2 8 2 
1429 6 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1430 6 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1431 7 6 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1432 6 6 1 1 10 1 10 1 10 1 7 2 8 2 8 2 
1433 6 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1434 6 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1435 7 6 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1436 7 6 1 1 11 1 11 1 11 1 8 2 9 2 9 2 
1437 7 6 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1438 7 6 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1439 8 6 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
1440 3 6 2 1 9 2 6 3 6 3 6 3 6 3 6 3 
1441 3 6 2 1 9 2 7 2 7 2 7 2 7 2 7 2 
1442 3 6 2 1 9 2 7 2 7 2 7 2 7 2 7 2 
1443 4 6 1 1 9 1 8 1 8 1 8 2 8 2 8 2 
1444 3 6 2 1 9 2 9 2 7 2 7 2 7 2 9 2 
1445 4 6 1 1 10 1 10 1 8 1 8 1 8 1 10 1 
1446 4 6 1 1 10 1 10 1 8 1 8 1 8 1 10 1 
1447 5 6 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1448 3 6 2 1 9 2 9 2 7 2 7 2 7 2 9 2 
1449 4 6 1 1 10 1 10 1 8 1 8 1 8 1 10 1 
1450 4 6 1 1 10 1 10 1 8 1 8 1 8 1 10 1 
1451 5 6 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1452 4 6 1 1 10 1 10 2 8 2 8 2 8 2 10 2 
1453 5 6 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1454 5 6 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1455 6 6 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1456 3 6 2 1 9 2 9 2 9 2 6 3 7 3 7 3 
1457 3 6 2 1 9 2 9 2 9 2 7 2 9 2 9 2 
1458 3 6 2 1 9 2 9 2 9 2 7 2 9 2 9 2 
1459 4 6 1 1 10 1 10 1 10 1 8 2 10 2 10 2 
1460 6 6 1 1 12 1 12 1 10 1 7 2 8 2 10 2 
1461 6 6 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1462 6 6 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1463 7 6 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1464 6 6 1 1 12 1 12 1 10 1 7 2 8 2 10 2 
1465 6 6 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1466 6 6 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1467 7 6 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1468 7 6 1 1 13 1 13 1 11 1 8 2 9 2 11 2 
1469 7 6 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1470 7 6 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1471 8 6 1 1 14 1 14 1 12 1 12 1 12 1 14 1 
1472 3 7 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
1473 3 7 2 1 8 2 8 2 8 2 8 1 8 1 8 1 
1474 3 7 2 1 8 2 8 2 8 2 8 1 8 1 8 1 
1475 4 7 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1476 3 7 2 1 8 2 8 1 8 1 8 1 8 1 8 1 
1477 4 7 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1478 4 7 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1479 5 7 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1480 3 7 2 1 8 2 8 1 8 1 8 1 8 1 8 1 
1481 4 7 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1482 4 7 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1483 5 7 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1484 4 7 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1485 5 7 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1486 5 7 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1487 6 7 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1488 3 7 2 1 10 2 10 2 10 2 7 2 7 2 7 2 
1489 3 7 2 1 10 2 10 2 10 2 8 1 10 1 10 1 
1490 3 7 2 1 10 2 10 2 10 2 8 1 10 1 10 1 
1491 4 7 1 1 11 1 11 1 11 1 9 1 11 1 11 1 
1492 6 7 1 1 11 1 11 1 11 1 8 1 8 1 8 1 
1493 6 7 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1494 6 7 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1495 7 7 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
1496 6 7 1 1 11 1 11 1 11 1 8 1 8 1 8 1 
1497 6 7 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1498 6 7 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1499 7 7 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
1500 7 7 1 1 12 1 12 1 12 1 9 1 9 1 9 1 
1501 7 7 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
1502 7 7 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
1503 8 7 1 1 13 1 13 1 13 1 13 1 13 1 13 1 
1504 3 7 2 1 10 2 7 2 7 2 7 2 7 2 7 2 
1505 3 7 2 1 10 2 8 2 8 2 8 1 8 1 8 1 
1506 3 7 2 1 10 2 8 2 8 2 8 1 8 1 8 1 
1507 4 7 1 1 10 1 9 1 9 1 9 1 9 1 9 1 
1508 3 7 2 1 10 2 10 1 8 1 8 1 8 1 10 1 
1509 4 7 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1510 4 7 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1511 5 7 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1512 3 7 2 1 10 2 10 1 8 1 8 1 8 1 10 1 
1513 4 7 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1514 4 7 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1515 5 7 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1516 4 7 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1517 5 7 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1518 5 7 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1519 6 7 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1520 3 7 2 1 10 2 10 2 10 2 7 2 7 2 7 2 
1521 3 7 2 1 10 2 10 2 10 2 8 1 10 1 10 1 
1522 3 7 2 1 10 2 10 2 10 2 8 1 10 1 10 1 
1523 4 7 1 1 11 1 11 1 11 1 9 1 11 1 11 1 
1524 6 7 1 1 13 1 13 1 11 1 8 1 8 1 10 1 
1525 6 7 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1526 6 7 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1527 7 7 1 1 14 1 14 1 12 1 12 1 12 1 14 1 
1528 6 7 1 1 13 1 13 1 11 1 8 1 8 1 10 1 
1529 6 7 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1530 6 7 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1531 7 7 1 1 14 1 14 1 12 1 12 1 12 1 14 1 
1532 7 7 1 1 14 1 14 1 12 1 9 1 9 1 11 1 
1533 7 7 1 1 14 1 14 1 12 1 12 1 12 1 14 1 
1534 7 7 1 1 14 1 14 1 12 1 12 1 12 1 14 1 
1535 8 7 1 1 15 1 15 1 13 1 13 1 13 1 15 1 
1536 3 6 2 1 6 3 6 3 6 3 6 3 6 3 6 3 
1537 3 6 2 1 6 3 6 3 6 3 7 2 7 2 7 2 
1538 3 6 2 1 6 3 6 3 6 3 7 2 7 2 7 2 
1539 4 6 1 1 6 2 6 2 6 2 8 2 8 2 8 2 
1540 3 6 2 1 6 3 7 2 7 2 7 2 7 2 7 2 
1541 4 6 1 1 6 2 7 2 7 2 8 1 8 1 8 1 
1542 4 6 1 1 6 2 7 2 7 2 8 1 8 1 8 1 
1543 5 6 1 1 6 1 7 1 7 1 9 1 9 1 9 1 
1544 3 6 2 1 6 3 7 2 7 2 7 2 7 2 7 2 
1545 4 6 1 1 6 2 7 2 7 2 8 1 8 1 8 1 
1546 4 6 1 1 6 2 7 2 7 2 8 1 8 1 8 1 
1547 5 6 1 1 6 1 7 1 7 1 9 1 9 1 9 1 
1548 4 6 1 1 6 2 8 2 8 2 8 2 8 2 8 2 
1549 5 6 1 1 6 2 8 2 8 2 9 1 9 1 9 1 
1550 5 6 1 1 6 2 8 2 8 2 9 1 9 1 9 1 
1551 6 6 1 1 7 1 8 1 8 1 10 1 10 1 10 1 
1552 3 6 2 1 7 3 7 3 7 3 6 3 7 3 7 3 
1553 3 6 2 1 7 3 7 3 7 3 7 2 9 2 9 2 
1554 3 6 2 1 7 3 7 3 7 3 7 2 9 2 9 2 
1555 4 6 1 1 7 2 7 2 7 2 8 2 10 2 10 2 
1556 6 6 1 1 7 2 8 2 8 2 7 2 8 2 8 2 
1557 6 6 1 1 7 2 8 2 8 2 10 1 10 1 10 1 
1558 6 6 1 1 7 2 8 2 8 2 10 1 10 1 10 1 
1559 7 6 1 1 8 1 8 1 8 1 11 1 11 1 11 1 
1560 6 6 1 1 7 2 8 2 8 2 7 2 8 2 8 2 
1561 6 6 1 1 7 2 8 2 8 2 10 1 10 1 10 1 
1562 6 6 1 1 7 2 8 2 8 2 10 1 10 1 10 1 
1563 7 6 1 1 8 1 8 1 8 1 11 1 11 1 11 1 
1564 7 6 1 1 8 2 9 2 9 2 8 2 9 2 9 2 
